region	chr	midPos	Nsites
(841,1466)(133342,133967)(100000,150000)	JASDQU010737114.1	125000	627	0.785477
(646,748)(144077,144200)(100000,150000)	JASDQU010737125.1	125000	104	0.103137
(445,3454)(60117,81942)(50000,100000)	JASDQU010737126.1	75000	3011	0.068107
(308,932)(322763,344253)(300000,350000)	JASDQU010737131.1	325000	626	0.154421
(1427,2280)(114083,115280)(100000,150000)	JASDQU010737147.1	125000	855	0.317047
(690,1214)(255654,293496)(250000,300000)	JASDQU010737177.1	275000	526	0.296105
(860,2560)(50473,70289)(50000,100000)	JASDQU010737195.1	75000	1702	0.639606
(239,3710)(56939,80597)(50000,100000)	JASDQU010737211.1	75000	3473	0.451511
(10970,12107)(250439,251577)(250000,300000)	JASDQU010737219.1	275000	1139	0.462837
(31,345)(100000,132305)(100000,150000)	JASDQU010737222.1	125000	316	0.056349
(824,1658)(302342,309236)(300000,350000)	JASDQU010737232.1	325000	836	0.344032
(754,2939)(238238,240614)(200000,250000)	JASDQU010737237.1	225000	2187	0.409638
(2940,4045)(250184,251315)(250000,300000)	JASDQU010737237.1	275000	1107	0.490992
(1993,2294)(72477,72855)(50000,100000)	JASDQU010737240.1	75000	303	0.009122
(2295,2429)(226083,226224)(200000,250000)	JASDQU010737240.1	225000	136	0.040144
(2430,3037)(357703,358468)(350000,400000)	JASDQU010737240.1	375000	609	0.027177
(380,1330)(83442,84400)(50000,100000)	JASDQU010737248.1	75000	952	0.343883
(75,242)(168442,168619)(150000,200000)	JASDQU010737251.1	175000	169	0.214133
(243,1225)(363623,364702)(350000,400000)	JASDQU010737251.1	375000	984	0.268235
(1896,3432)(50000,54557)(50000,100000)	JASDQU010737271.1	75000	1538	0.282041
(430,454)(260666,260692)(250000,300000)	JASDQU010737287.1	275000	26	0.104053
(455,514)(313528,313596)(300000,350000)	JASDQU010737287.1	325000	61	0.115836
(1050,1500)(75001,75595)(50000,100000)	JASDQU010737288.1	75000	452	0.013513
(132,801)(171280,174530)(150000,200000)	JASDQU010737290.1	175000	671	0.041792
(3105,4630)(443717,449999)(400000,450000)	JASDQU010737307.1	425000	1527	0.346825
(397,476)(67793,74884)(50000,100000)	JASDQU010737313.1	75000	81	0.051129
(2156,2556)(149115,149528)(100000,150000)	JASDQU010737323.1	125000	402	0.635483
(2557,4453)(183708,191557)(150000,200000)	JASDQU010737323.1	175000	1898	0.424703
(1922,3179)(200000,225738)(200000,250000)	JASDQU010737329.1	225000	1259	0.518389
(3180,3420)(265618,281071)(250000,300000)	JASDQU010737329.1	275000	242	0.079235
(806,1394)(100000,100591)(100000,150000)	JASDQU010737333.1	125000	590	0.178589
(398,497)(186339,186447)(150000,200000)	JASDQU010737338.1	175000	101	0.061351
(159,915)(50000,51170)(50000,100000)	JASDQU010737345.1	75000	758	0.153618
(954,1230)(105745,106067)(100000,150000)	JASDQU010737364.1	125000	278	0.420427
(20,120)(126854,126965)(100000,150000)	JASDQU010737380.1	125000	102	0.363473
(109,1192)(66845,88023)(50000,100000)	JASDQU010737381.1	75000	1085	0.727371
(1193,3361)(155319,193743)(150000,200000)	JASDQU010737381.1	175000	2170	0.824398
(3362,3373)(201990,202005)(200000,250000)	JASDQU010737381.1	225000	13	0.052240
(3374,3387)(348470,348485)(300000,350000)	JASDQU010737381.1	325000	15	0.014031
(143,1217)(58561,59767)(50000,100000)	JASDQU010737395.1	75000	1076	0.197680
(126,201)(279597,279676)(250000,300000)	JASDQU010737398.1	275000	77	0.055555
(89,800)(320596,321330)(300000,350000)	JASDQU010737411.1	325000	713	0.575632
(801,1556)(370249,379578)(350000,400000)	JASDQU010737411.1	375000	757	0.574236
(1557,3435)(400437,403013)(400000,450000)	JASDQU010737411.1	425000	1880	0.523033
(3436,3614)(493451,493694)(450000,500000)	JASDQU010737411.1	475000	180	0.056217
(2534,2599)(193981,194072)(150000,200000)	JASDQU010737414.1	175000	67	0.046025
(2600,2891)(343967,344652)(300000,350000)	JASDQU010737414.1	325000	293	0.015274
(2892,3942)(378770,380088)(350000,400000)	JASDQU010737414.1	375000	1052	0.592002
(3943,4232)(418201,418567)(400000,450000)	JASDQU010737414.1	425000	291	0.605110
(10,27)(327756,327776)(300000,350000)	JASDQU010737418.1	325000	19	0.139714
(28,542)(409257,409774)(400000,450000)	JASDQU010737418.1	425000	516	-0.025508
(1756,1990)(87701,87968)(50000,100000)	JASDQU010737431.1	75000	236	0.150384
(461,594)(108785,136955)(100000,150000)	JASDQU010737436.1	125000	135	0.037211
(968,3208)(53772,99061)(50000,100000)	JASDQU010737473.1	75000	2242	0.534275
(158,821)(106912,141406)(100000,150000)	JASDQU010737474.1	125000	665	0.027541
(393,563)(98160,98353)(50000,100000)	JASDQU010737488.1	75000	172	0.020484
(1963,5515)(50230,99333)(50000,100000)	JASDQU010737489.1	75000	3554	0.717960
(302,816)(90483,91006)(50000,100000)	JASDQU010737508.1	75000	516	0.266690
(817,1233)(117080,133169)(100000,150000)	JASDQU010737508.1	125000	418	0.050210
(441,588)(55332,55494)(50000,100000)	JASDQU010737520.1	75000	149	0.043801
(589,722)(115501,115636)(100000,150000)	JASDQU010737520.1	125000	135	0.004943
(723,1148)(152936,153476)(150000,200000)	JASDQU010737520.1	175000	427	0.361871
(224,730)(293281,293921)(250000,300000)	JASDQU010737536.1	275000	508	0.034266
(731,926)(378148,378344)(350000,400000)	JASDQU010737536.1	375000	197	0.098579
(42,201)(50365,50543)(50000,100000)	JASDQU010737549.1	75000	161	0.023476
(202,519)(240989,241330)(200000,250000)	JASDQU010737549.1	225000	319	0.042453
(326,6962)(51766,99797)(50000,100000)	JASDQU010737551.1	75000	6638	0.755584
(2239,2687)(214256,214729)(200000,250000)	JASDQU010737562.1	225000	450	0.144452
(121,258)(189558,189696)(150000,200000)	JASDQU010737580.1	175000	139	0.061820
(465,576)(321602,321728)(300000,350000)	JASDQU010737599.1	325000	113	0.114799
(1480,1838)(299081,299482)(250000,300000)	JASDQU010737607.1	275000	360	0.656428
(132,2697)(104628,108707)(100000,150000)	JASDQU010737634.1	125000	2567	0.617906
(34,514)(443555,444433)(400000,450000)	JASDQU010737637.1	425000	482	0.016751
(75,1531)(141004,142566)(100000,150000)	JASDQU010737639.1	125000	1458	0.571916
(231,1395)(107404,126261)(100000,150000)	JASDQU010737650.1	125000	1166	0.116826
(40,943)(110683,111589)(100000,150000)	JASDQU010737652.1	125000	905	0.684149
(944,1067)(167641,167764)(150000,200000)	JASDQU010737652.1	175000	125	0.082779
(1068,1918)(296752,297623)(250000,300000)	JASDQU010737652.1	275000	852	0.493424
(261,396)(457955,458193)(450000,500000)	JASDQU010737653.1	475000	137	0.638003
(389,733)(160070,160596)(150000,200000)	JASDQU010737655.1	175000	346	0.053068
(734,828)(219871,219984)(200000,250000)	JASDQU010737655.1	225000	96	0.131649
(67,6629)(220545,236267)(200000,250000)	JASDQU010737682.1	225000	6564	0.150105
(704,810)(225607,225723)(200000,250000)	JASDQU010737709.1	225000	108	0.172862
(811,1641)(354095,354930)(350000,400000)	JASDQU010737709.1	375000	832	0.438916
(1972,2045)(68692,68820)(50000,100000)	JASDQU010737723.1	75000	75	0.040749
(481,734)(109091,109415)(100000,150000)	JASDQU010737726.1	125000	255	0.052389
(168,347)(75688,75869)(50000,100000)	JASDQU010737742.1	75000	181	0.032169
(127,363)(226177,226532)(200000,250000)	JASDQU010737750.1	225000	238	0.083920
(89,590)(150534,151039)(150000,200000)	JASDQU010737777.1	175000	503	0.731808
(591,1405)(270397,271234)(250000,300000)	JASDQU010737777.1	275000	816	0.017914
(868,1053)(64798,65005)(50000,100000)	JASDQU010737779.1	75000	187	0.015791
(657,823)(96991,97161)(50000,100000)	JASDQU010737784.1	75000	168	0.099072
(824,987)(180864,181032)(150000,200000)	JASDQU010737784.1	175000	165	0.043267
(988,1057)(208403,208549)(200000,250000)	JASDQU010737784.1	225000	71	0.168916
(1058,1124)(285079,285155)(250000,300000)	JASDQU010737784.1	275000	68	0.179363
(220,1802)(53981,78512)(50000,100000)	JASDQU010737786.1	75000	1584	0.167962
(1803,2084)(183063,183456)(150000,200000)	JASDQU010737786.1	175000	283	0.045613
(2250,2607)(100000,141903)(100000,150000)	JASDQU010737787.1	125000	359	0.042780
(2608,2969)(173796,174174)(150000,200000)	JASDQU010737787.1	175000	363	0.710674
(538,1521)(59055,78441)(50000,100000)	JASDQU010737802.1	75000	985	0.251421
(1522,1969)(217326,217827)(200000,250000)	JASDQU010737802.1	225000	449	0.067906
(263,414)(331730,331900)(300000,350000)	JASDQU010737803.1	325000	153	0.048147
(328,981)(78092,78749)(50000,100000)	JASDQU010737809.1	75000	655	0.152602
(162,3129)(181766,186225)(150000,200000)	JASDQU010737824.1	175000	2969	0.550342
(2132,2614)(171118,171613)(150000,200000)	JASDQU010737827.1	175000	484	0.039279
(1693,2176)(159374,159928)(150000,200000)	JASDQU010737838.1	175000	485	0.285823
(240,1429)(116591,117883)(100000,150000)	JASDQU010737839.1	125000	1191	0.354354
(1386,1545)(108998,109163)(100000,150000)	JASDQU010737845.1	125000	161	0.030751
(59,678)(300229,300870)(300000,350000)	JASDQU010737868.1	325000	621	0.529744
(385,572)(402224,402544)(400000,450000)	JASDQU010737870.1	425000	189	0.246553
(1294,1617)(268816,269146)(250000,300000)	JASDQU010737873.1	275000	325	0.426787
(1618,2576)(389938,390900)(350000,400000)	JASDQU010737873.1	375000	960	0.025677
(2577,3180)(545086,545722)(500000,550000)	JASDQU010737873.1	525000	605	0.023103
(167,1510)(300724,302271)(300000,350000)	JASDQU010737874.1	325000	1345	0.180806
(446,548)(144463,144570)(100000,150000)	JASDQU010737875.1	125000	104	0.054780
(621,1503)(171069,172095)(150000,200000)	JASDQU010737890.1	175000	884	0.551680
(579,787)(177894,178123)(150000,200000)	JASDQU010737898.1	175000	210	0.763974
(124,355)(144762,145185)(100000,150000)	JASDQU010737912.1	125000	233	0.062515
(608,1166)(367419,367977)(350000,400000)	JASDQU010737927.1	375000	560	0.006900
(1167,5882)(423510,428958)(400000,450000)	JASDQU010737927.1	425000	4717	0.366451
(5883,6258)(538537,542571)(500000,550000)	JASDQU010737927.1	525000	377	0.045994
(6259,8826)(554773,589652)(550000,600000)	JASDQU010737927.1	575000	2569	0.505039
(2052,3035)(361536,362523)(350000,400000)	JASDQU010737929.1	375000	985	0.705773
(844,1842)(106772,148525)(100000,150000)	JASDQU010737947.1	125000	1000	0.034523
(1843,2091)(215396,215814)(200000,250000)	JASDQU010737947.1	225000	250	0.060838
(362,516)(223858,224092)(200000,250000)	JASDQU010737959.1	225000	156	0.401567
(5,1685)(145971,148803)(100000,150000)	JASDQU010737963.1	125000	1682	0.272882
(132,484)(258366,258826)(250000,300000)	JASDQU010737965.1	275000	354	0.460824
(209,1846)(63589,66397)(50000,100000)	JASDQU010737972.1	75000	1639	0.534618
(403,699)(59452,59784)(50000,100000)	JASDQU010737979.1	75000	298	0.256656
(700,6823)(262557,273192)(250000,300000)	JASDQU010737979.1	275000	6125	0.406168
(1534,2210)(375957,376661)(350000,400000)	JASDQU010738002.1	375000	678	0.453846
(54,56)(64158,64163)(50000,100000)	JASDQU010738003.1	75000	4	0.050711
(268,963)(119034,120036)(100000,150000)	JASDQU010738011.1	125000	697	0.261859
(1577,1858)(125856,126216)(100000,150000)	JASDQU010738020.1	125000	283	0.065304
(1859,2239)(220932,221660)(200000,250000)	JASDQU010738020.1	225000	382	0.116107
(2240,5413)(261140,299782)(250000,300000)	JASDQU010738020.1	275000	3175	0.109322
(5414,5627)(302842,303107)(300000,350000)	JASDQU010738020.1	325000	215	0.124122
(5628,6816)(446677,449999)(400000,450000)	JASDQU010738020.1	425000	1190	0.451915
(6817,10567)(450000,499837)(450000,500000)	JASDQU010738020.1	475000	3752	0.192117
(10568,10882)(557614,557986)(550000,600000)	JASDQU010738020.1	575000	316	0.751281
(179,1348)(253493,285853)(250000,300000)	JASDQU010738023.1	275000	1171	0.082818
(471,1266)(72735,73543)(50000,100000)	JASDQU010738024.1	75000	797	0.076987
(1267,1310)(120162,120216)(100000,150000)	JASDQU010738024.1	125000	45	0.431722
(1311,1571)(169703,184754)(150000,200000)	JASDQU010738024.1	175000	262	0.112847
(1572,1586)(239808,239846)(200000,250000)	JASDQU010738024.1	225000	16	0.057330
(763,1172)(167983,168404)(150000,200000)	JASDQU010738029.1	175000	411	0.343338
(513,538)(153647,153918)(150000,200000)	JASDQU010738036.1	175000	27	0.156960
(3279,3776)(160779,162409)(150000,200000)	JASDQU010738043.1	175000	499	0.066685
(163,171)(153176,153188)(150000,200000)	JASDQU010738054.1	175000	10	0.096746
(983,999)(92041,92066)(50000,100000)	JASDQU010738067.1	75000	18	0.000136
(2065,2308)(82150,82395)(50000,100000)	JASDQU010738077.1	75000	245	0.944923
(44,1330)(64973,66301)(50000,100000)	JASDQU010738083.1	75000	1288	0.764822
(255,1046)(123948,124750)(100000,150000)	JASDQU010738101.1	125000	793	0.479410
(116,1064)(111788,112745)(100000,150000)	JASDQU010738124.1	125000	950	0.451009
(1065,1204)(199761,199999)(150000,200000)	JASDQU010738124.1	175000	141	0.111247
(1205,1253)(200000,200048)(200000,250000)	JASDQU010738124.1	225000	50	0.083671
(152,503)(67392,67769)(50000,100000)	JASDQU010738135.1	75000	353	0.913262
(116,146)(126136,126185)(100000,150000)	JASDQU010738139.1	125000	32	0.084301
(170,562)(130392,132091)(100000,150000)	JASDQU010738164.1	125000	394	0.026173
(3563,3651)(79455,79547)(50000,100000)	JASDQU010738174.1	75000	90	0.064867
(3652,4327)(126042,126806)(100000,150000)	JASDQU010738174.1	125000	677	0.561045
(1036,2368)(118587,136616)(100000,150000)	JASDQU010738209.1	125000	1334	0.097718
(2458,2489)(77626,77659)(50000,100000)	JASDQU010738217.1	75000	33	0.075491
(213,406)(218222,218439)(200000,250000)	JASDQU010738233.1	225000	195	0.036838
(601,1607)(398989,399999)(350000,400000)	JASDQU010738280.1	375000	1008	0.720585
(1297,1978)(226300,227130)(200000,250000)	JASDQU010738349.1	225000	683	-0.022496
(1979,2487)(309008,309606)(300000,350000)	JASDQU010738349.1	325000	510	0.277133
(506,657)(184007,184160)(150000,200000)	JASDQU010738355.1	175000	153	0.036042
(3000,3378)(194429,194814)(150000,200000)	JASDQU010738364.1	175000	380	0.706709
(863,965)(55252,55359)(50000,100000)	JASDQU010738369.1	75000	104	0.051959
(283,988)(109962,124674)(100000,150000)	JASDQU010738373.1	125000	707	0.331937
(1001,1722)(155979,159365)(150000,200000)	JASDQU010738374.1	175000	723	0.048367
(3462,3505)(79360,79443)(50000,100000)	JASDQU010738377.1	75000	45	0.183561
(770,773)(203956,203960)(200000,250000)	JASDQU010738395.1	225000	5	0.648665
(1163,1984)(427220,428061)(400000,450000)	JASDQU010738398.1	425000	823	0.721508
(505,1574)(66903,89541)(50000,100000)	JASDQU010738410.1	75000	1071	0.261575
(22,367)(100000,100378)(100000,150000)	JASDQU010738414.1	125000	347	0.543871
(102,777)(158831,169896)(150000,200000)	JASDQU010738437.1	175000	677	0.084637
(521,1194)(157529,158223)(150000,200000)	JASDQU010738455.1	175000	675	0.083437
(1867,2077)(167581,168178)(150000,200000)	JASDQU010738461.1	175000	212	0.330463
(1482,1827)(64239,64651)(50000,100000)	JASDQU010738467.1	75000	347	0.086176
(1828,1879)(101959,143245)(100000,150000)	JASDQU010738467.1	125000	53	0.081490
(456,1135)(190691,198382)(150000,200000)	JASDQU010738479.1	175000	681	0.135457
(4792,5727)(56941,57876)(50000,100000)	JASDQU010738480.1	75000	937	0.517957
(361,439)(213643,213723)(200000,250000)	JASDQU010738489.1	225000	80	-0.001052
(440,493)(506246,506340)(500000,550000)	JASDQU010738489.1	525000	55	0.106608
(494,779)(699696,699999)(650000,700000)	JASDQU010738489.1	675000	287	0.089945
(780,1368)(700000,700588)(700000,750000)	JASDQU010738489.1	725000	590	0.738396
(831,2655)(200954,246788)(200000,250000)	JASDQU010738510.1	225000	1826	0.480612
(239,290)(387600,387672)(350000,400000)	JASDQU010738529.1	375000	53	0.125838
(1861,2022)(186880,187068)(150000,200000)	JASDQU010738533.1	175000	163	0.013159
(1003,1237)(99488,99770)(50000,100000)	JASDQU010738540.1	75000	236	0.354366
(61,860)(109567,110390)(100000,150000)	JASDQU010738577.1	125000	801	0.042496
(4878,6383)(214877,244520)(200000,250000)	JASDQU010738623.1	225000	1507	0.008627
(393,561)(206505,206696)(200000,250000)	JASDQU010738625.1	225000	170	0.177443
(2241,2974)(217592,218329)(200000,250000)	JASDQU010738640.1	225000	735	0.013954
(2975,4027)(251638,281008)(250000,300000)	JASDQU010738640.1	275000	1054	0.157236
(184,682)(217102,219260)(200000,250000)	JASDQU010738643.1	225000	500	0.030386
(683,1605)(604704,607816)(600000,650000)	JASDQU010738643.1	625000	924	0.314062
(1606,1636)(696228,696266)(650000,700000)	JASDQU010738643.1	675000	32	0.060671
(34,147)(55118,55233)(50000,100000)	JASDQU010738646.1	75000	115	0.681581
(225,472)(236305,236552)(200000,250000)	JASDQU010738687.1	225000	249	0.053729
(644,886)(125031,125405)(100000,150000)	JASDQU010738697.1	125000	244	0.314306
(309,1380)(196231,197589)(150000,200000)	JASDQU010738702.1	175000	1073	0.367144
(129,2802)(100825,107868)(100000,150000)	JASDQU010738704.1	125000	2675	0.188633
(2254,2513)(150000,150277)(150000,200000)	JASDQU010738706.1	175000	261	0.361815
(3402,4069)(176340,177177)(150000,200000)	JASDQU010738712.1	175000	669	0.046699
(4070,4868)(232612,233425)(200000,250000)	JASDQU010738712.1	225000	800	0.011346
(169,227)(118925,119039)(100000,150000)	JASDQU010738718.1	125000	60	0.047387
(336,575)(119041,128820)(100000,150000)	JASDQU010738720.1	125000	241	0.440032
(1215,1588)(150072,150481)(150000,200000)	JASDQU010738721.1	175000	375	0.206107
(580,2334)(121637,140748)(100000,150000)	JASDQU010738731.1	125000	1756	0.038370
(364,569)(455519,455735)(450000,500000)	JASDQU010738732.1	475000	207	0.008366
(89,185)(87119,87692)(50000,100000)	JASDQU010738739.1	75000	98	0.045026
(3563,3603)(50000,50040)(50000,100000)	JASDQU010738741.1	75000	42	0.047435
(1450,2281)(90092,91015)(50000,100000)	JASDQU010738754.1	75000	833	0.535977
(2282,2760)(140715,149999)(100000,150000)	JASDQU010738754.1	125000	480	0.056495
(2685,2986)(160308,193258)(150000,200000)	JASDQU010738758.1	175000	303	-0.011492
(180,648)(190941,191412)(150000,200000)	JASDQU010738761.1	175000	470	0.407237
(67,1024)(148480,149446)(100000,150000)	JASDQU010738785.1	125000	959	0.534127
(807,1028)(192308,192554)(150000,200000)	JASDQU010738803.1	175000	223	0.918878
(1029,1321)(252108,252448)(250000,300000)	JASDQU010738803.1	275000	294	0.808600
(979,1835)(160388,161293)(150000,200000)	JASDQU010738806.1	175000	858	0.806250
(439,831)(253542,253938)(250000,300000)	JASDQU010738829.1	275000	394	-0.016104
(832,1269)(301617,302170)(300000,350000)	JASDQU010738829.1	325000	439	0.471949
(1481,2077)(100919,101647)(100000,150000)	JASDQU010738833.1	125000	598	0.364607
(905,972)(126426,126512)(100000,150000)	JASDQU010738839.1	125000	69	0.008132
(247,263)(157989,158005)(150000,200000)	JASDQU010738844.1	175000	18	0.039396
(197,1771)(87111,96150)(50000,100000)	JASDQU010738847.1	75000	1576	0.251813
(4804,6065)(126317,127595)(100000,150000)	JASDQU010738852.1	125000	1263	0.686276
(10321,10922)(100000,100971)(100000,150000)	JASDQU010738858.1	125000	603	0.255702
(1085,1106)(161030,161060)(150000,200000)	JASDQU010738859.1	175000	23	0.116780
(1068,1453)(304652,305070)(300000,350000)	JASDQU010738866.1	325000	387	0.037495
(279,687)(128881,129297)(100000,150000)	JASDQU010738869.1	125000	410	0.167646
(722,956)(104896,105253)(100000,150000)	JASDQU010738870.1	125000	236	0.085074
(1126,1154)(133611,133647)(100000,150000)	JASDQU010738883.1	125000	30	0.263822
(1327,2018)(163022,163732)(150000,200000)	JASDQU010738891.1	175000	693	0.196852
(1177,1549)(82778,83167)(50000,100000)	JASDQU010738897.1	75000	374	0.268586
(1920,3345)(50000,51536)(50000,100000)	JASDQU010738908.1	75000	1427	0.090388
(81,314)(264469,264729)(250000,300000)	JASDQU010738918.1	275000	235	0.038069
(524,1251)(127212,128101)(100000,150000)	JASDQU010738936.1	125000	729	0.588714
(1252,1360)(250510,250855)(250000,300000)	JASDQU010738936.1	275000	110	0.046159
(1361,2244)(364232,374723)(350000,400000)	JASDQU010738936.1	375000	885	0.012994
(2245,2319)(430318,430417)(400000,450000)	JASDQU010738936.1	425000	76	0.249194
(2320,2356)(476766,496439)(450000,500000)	JASDQU010738936.1	475000	38	0.201999
